,Dry_p,Wet_p,Country,Season,Year
0,0.004887694948138199,0.010879785090664873,Ethiopia,DJF,2005
1,0.0017446783659882616,0.006752416270038252,Ethiopia,MAM,2005
2,0.0011460857885362222,0.00959208105819488,Ethiopia,JJA,2005
3,0.009402283411685697,0.00029520513066517095,Ethiopia,SON,2005
4,0.0010613999731291146,0.017707913475749022,Somalia,DJF,2005
5,0.006821407917564796,0.008582619210346459,Somalia,MAM,2005
6,0.0009068923821039903,0.03690657694127544,Somalia,JJA,2005
7,0.010218318561728477,0.0003587706127004797,Somalia,SON,2005
8,0.006876198908071418,0.0,Kenya,DJF,2005
9,0.01105722039378717,0.0,Kenya,MAM,2005
10,0.00036087533922281886,0.03441307234828801,Kenya,JJA,2005
11,0.013338587043766326,0.0002918728018329612,Kenya,SON,2005
12,0.006290575330199239,0.010745466756212223,Ethiopia,DJF,2006
13,0.008883989838526004,0.0011898852454229568,Ethiopia,MAM,2006
14,0.00476684089117295,0.004693841796361725,Ethiopia,JJA,2006
15,0.004265714138111721,0.01494475973992428,Ethiopia,SON,2006
16,0.012078462985355368,0.0027945720811500736,Somalia,DJF,2006
17,0.005388780821197623,0.000184007149992114,Somalia,MAM,2006
18,0.007320855896114819,0.0005651648178329214,Somalia,JJA,2006
19,0.004159081547231487,0.005487861594270301,Somalia,SON,2006
20,0.0567950420540062,0.025645565884609707,Kenya,DJF,2006
21,0.0073041168658698535,0.0018621167503897452,Kenya,MAM,2006
22,0.007852647381488538,0.00012991512212021477,Kenya,JJA,2006
23,0.004261342906761233,0.020358127927849048,Kenya,SON,2006
24,0.0054473546750242515,0.05195880904410119,Ethiopia,DJF,2007
25,0.002423569947732648,0.0030659619820714223,Ethiopia,MAM,2007
26,0.00016789791806581596,0.03586445528075452,Ethiopia,JJA,2007
27,0.0006420711591967468,0.023778773275079518,Ethiopia,SON,2007
28,0.0006852075775896816,0.0473061937390837,Somalia,DJF,2007
29,0.007412859471110877,0.012026181588770305,Somalia,MAM,2007
30,0.0003022974607013301,0.024446664213238004,Somalia,JJA,2007
31,0.0014085068498611423,0.06804682620885764,Somalia,SON,2007
32,0.00014755791648221925,0.14307215582115979,Kenya,DJF,2007
33,0.0006928806513078123,0.014290663433223626,Kenya,MAM,2007
34,0.005543045210462498,0.09625267047751025,Kenya,JJA,2007
35,0.006654699881791515,0.09366198210819725,Kenya,SON,2007
36,0.022228946339087372,0.005070148119174311,Ethiopia,DJF,2008
37,0.07405028177650597,0.006635617718340293,Ethiopia,MAM,2008
38,0.011679855169795895,0.054143428621485086,Ethiopia,JJA,2008
39,0.0026199455346533926,0.01711451745031329,Ethiopia,SON,2008
40,0.0026708478945480156,0.005434710392388748,Somalia,DJF,2008
41,0.02816623731665002,2.628673571315914e-05,Somalia,MAM,2008
42,0.008753482992481992,0.02104253193838389,Somalia,JJA,2008
43,0.003375101319478587,0.02681478134924326,Somalia,SON,2008
44,0.0017804240911810632,0.0001167491207331845,Kenya,DJF,2008
45,0.0006495756106010739,0.0022807321438882153,Kenya,MAM,2008
46,0.01932848316877418,0.00256943241526647,Kenya,JJA,2008
47,0.0070341345241743645,0.0010653357266903083,Kenya,SON,2008
48,0.02124468323259458,0.021841653607939708,Ethiopia,DJF,2009
49,0.006767016089000497,0.00506613717989897,Ethiopia,MAM,2009
50,0.04934738809238765,1.4599818962244867e-05,Ethiopia,JJA,2009
51,0.04225861445471923,0.00016236282186584403,Ethiopia,SON,2009
52,0.017748219803842537,0.003855972054279189,Somalia,DJF,2009
53,0.008254035013931968,0.0005914515535460806,Somalia,MAM,2009
54,0.016902371063561326,0.0,Somalia,JJA,2009
55,0.008105558286936763,0.020051290909815694,Somalia,SON,2009
56,0.031134720377748264,0.0010919285819684225,Kenya,DJF,2009
57,0.011345920665165427,0.0,Kenya,MAM,2009
58,0.03269530573358739,0.0004186153934984698,Kenya,JJA,2009
59,0.05624388891321162,0.015206572975497277,Kenya,SON,2009
60,0.018677710618610552,0.007439743302738603,Ethiopia,DJF,2010
61,0.005599030572020907,0.11625835839635588,Ethiopia,MAM,2010
62,6.56991853301019e-05,0.02653517096388005,Ethiopia,JJA,2010
63,0.005512955815172067,0.0009225160333286592,Ethiopia,SON,2010
64,0.008424022571543732,0.0009942227596399303,Somalia,DJF,2010
65,0.002247515903475106,0.09187214131749119,Somalia,MAM,2010
66,0.0006045949214026602,0.0706324588612586,Somalia,JJA,2010
67,0.002245638279495595,0.003654145129356738,Somalia,SON,2010
68,0.0023166592887708427,0.02210417588903645,Kenya,DJF,2010
69,8.661008141347653e-05,0.07500433050407068,Kenya,MAM,2010
70,0.006784456377388994,0.0007939257462902015,Kenya,JJA,2010
71,0.004363498387402771,0.0003064664419246093,Kenya,SON,2010
72,0.007387508394895903,0.024035519737333037,Ethiopia,DJF,2011
73,0.09809618360732326,1.4599818962244867e-05,Ethiopia,MAM,2011
74,0.01580430402663007,0.0287324437176979,Ethiopia,JJA,2011
75,0.0015941077055919232,0.04081210931445988,Ethiopia,SON,2011
76,0.00947198710197501,0.014456536342872498,Somalia,DJF,2011
77,0.06475737342936753,0.0002102938857052731,Somalia,MAM,2011
78,0.02372377898112613,0.00019715051784869355,Somalia,JJA,2011
79,0.0028568771011334496,0.021991309778492365,Somalia,SON,2011
80,0.005680979784565442,0.10438247011952193,Kenya,DJF,2011
81,0.09929845834055084,0.0,Kenya,MAM,2011
82,0.08053294070096426,0.001963161845372135,Kenya,JJA,2011
83,0.006859010843074587,0.10046261839090524,Kenya,SON,2011
