,Dry_p,Wet_p,Country,Season,Year
0,0.005663756436086859,0.00026117453921349154,Ethiopia,DJF,2005
1,0.0022410722107045872,0.000605892486933162,Ethiopia,MAM,2005
2,0.00015329809910357112,0.0002773965602826525,Ethiopia,JJA,2005
3,0.0003763865415980929,0.0003173455154650588,Ethiopia,SON,2005
4,0.003184199919387343,0.00475614671503426,Somalia,DJF,2005
5,0.0013011934178013777,0.013274801535145363,Somalia,MAM,2005
6,0.0,0.04073129698754009,Somalia,JJA,2005
7,0.00114275084045338,0.009394474932564413,Somalia,SON,2005
8,0.005872805075992327,0.0,Kenya,DJF,2005
9,7.217506784456377e-05,0.0,Kenya,MAM,2005
10,0.00034644032565390613,0.0,Kenya,JJA,2005
11,0.0047721203099689155,0.0008610247654072356,Kenya,SON,2005
12,0.0009700768599358256,0.014461607342735617,Ethiopia,DJF,2006
13,0.011205361053522938,0.00013139837066020383,Ethiopia,MAM,2006
14,0.00021899728443367298,0.004372645779192338,Ethiopia,JJA,2006
15,0.000295205130665171,0.01512188281832338,Ethiopia,SON,2006
16,0.0029154910654306063,0.0032648125755743653,Somalia,DJF,2006
17,0.013353661742284842,2.628673571315914e-05,Somalia,MAM,2006
18,0.004324168024814678,0.0,Somalia,JJA,2006
19,0.005886495608381944,0.0014882336526834716,Somalia,SON,2006
20,0.04150804190644828,0.021484432639811125,Kenya,DJF,2006
21,0.0035510133379525375,0.0,Kenya,MAM,2006
22,0.0,1.4435013568912754e-05,Kenya,JJA,2006
23,0.006041766997942296,0.01135385199130219,Kenya,SON,2006
24,0.0001865532422953511,0.016804716065965227,Ethiopia,DJF,2007
25,0.0005182935731596928,0.020958040120302508,Ethiopia,MAM,2007
26,0.0,0.007460507489707128,Ethiopia,JJA,2007
27,0.0,0.019564720034834206,Ethiopia,SON,2007
28,0.0,0.011191723767298132,Somalia,DJF,2007
29,0.0013011934178013777,0.015154303138636246,Somalia,MAM,2007
30,9.2003574996057e-05,0.0008674622785342517,Somalia,JJA,2007
31,9.301460329271696e-05,0.03005700466401797,Somalia,SON,2007
32,0.0,0.0861443116423196,Kenya,DJF,2007
33,0.0,0.0733443039436457,Kenya,MAM,2007
34,0.0003175702985160806,0.021869045556902816,Kenya,JJA,2007
35,0.008435123972972578,0.08473067437210864,Kenya,SON,2007
36,0.00039852692639798085,0.003166075026383958,Ethiopia,DJF,2008
37,0.11111192221216457,0.006496919438198967,Ethiopia,MAM,2008
38,0.03666744532367799,0.052676146815779486,Ethiopia,JJA,2008
39,0.012169831511671673,0.034723503494490736,Ethiopia,SON,2008
40,0.0,0.008876250714219274,Somalia,DJF,2008
41,0.0249592555596446,0.0,Somalia,MAM,2008
42,0.00887177330319121,7.886020713947742e-05,Somalia,JJA,2008
43,0.01020503076125809,0.008902826315160052,Somalia,SON,2008
44,0.0,0.00033565372210790537,Kenya,DJF,2008
45,0.0006062705698943358,0.0,Kenya,MAM,2008
46,0.0,0.00141463132975345,Kenya,JJA,2008
47,0.006348233439866906,0.0008464311253155874,Kenya,SON,2008
48,0.006693530333557196,0.003716140586523394,Ethiopia,DJF,2009
49,0.0064239203433877415,0.0027812655123076475,Ethiopia,MAM,2009
50,0.03914211463777849,5.109936636785704e-05,Ethiopia,JJA,2009
51,0.05480483250798899,0.0,Ethiopia,SON,2009
52,4.030632809351068e-05,0.008047830176004299,Somalia,DJF,2009
53,0.011027285631670259,0.004087587403396246,Somalia,MAM,2009
54,0.020345933441985174,0.0,Somalia,JJA,2009
55,0.026256693729486955,0.003175784312422765,Somalia,SON,2009
56,0.003157739412719492,0.0,Kenya,DJF,2009
57,0.09708990126450719,0.0,Kenya,MAM,2009
58,0.028307061608637912,0.0,Kenya,JJA,2009
59,0.03439720969601448,0.003123038979612685,Kenya,SON,2009
60,0.015789866427878517,0.00029848518767256176,Ethiopia,DJF,2010
61,0.013782229100359155,0.042667970917160625,Ethiopia,MAM,2010
62,0.0,0.10184833708062022,Ethiopia,JJA,2010
63,0.0014612653967925962,0.01767540719857711,Ethiopia,SON,2010
64,0.0033454252317613865,0.0,Somalia,DJF,2010
65,0.001064612796382945,0.023907786131118235,Somalia,MAM,2010
66,0.0,0.16009936386099577,Somalia,JJA,2010
67,0.005793481005089227,0.05503806954834766,Somalia,SON,2010
68,0.0008558359155968719,0.004485760661059466,Kenya,DJF,2010
69,0.0,0.046567353773312545,Kenya,MAM,2010
70,0.0,0.014752583867428837,Kenya,JJA,2010
71,0.00744275644674051,0.0,Kenya,SON,2010
72,0.008991866278635923,0.03721364077307664,Ethiopia,DJF,2011
73,0.14021666131339972,2.9199637924489735e-05,Ethiopia,MAM,2011
74,0.04533243787777032,0.008205098256781616,Ethiopia,JJA,2011
75,0.01311448792980022,0.054118480579192475,Ethiopia,SON,2011
76,0.005011420126293162,0.017627300819562004,Somalia,DJF,2011
77,0.1375584879869618,0.0,Somalia,MAM,2011
78,0.05830397981178696,0.0,Somalia,JJA,2011
79,0.01759304782279389,0.01105544999136293,Somalia,SON,2011
80,0.0027003098716246125,0.11813486793566474,Kenya,DJF,2011
81,0.1406692072290548,0.0,Kenya,MAM,2011
82,0.21345054564351287,0.0,Kenya,JJA,2011
83,0.07485078003006292,0.05875399500897509,Kenya,SON,2011
