,Dry_p,Wet_p,Country,Season,Year
0,0.10058504771495708,0.025957895746415386,Ethiopia,DJF,2005
1,0.00222364001426132,0.03651179373627817,Ethiopia,MAM,2005
2,3.2838565611454096e-05,0.07334259068135332,Ethiopia,JJA,2005
3,0.028475624504972798,0.028745962712298487,Ethiopia,SON,2005
4,0.05327480850331354,0.13955589981926156,Somalia,DJF,2005
5,3.367797123901256e-05,0.25804061563331426,Somalia,MAM,2005
6,0.0,0.1947176102111609,Somalia,JJA,2005
7,0.03450770762931879,0.06455511955124658,Somalia,SON,2005
8,0.09927617973303252,0.00040421131791690165,Kenya,DJF,2005
9,0.0011402927977635549,0.0025840506142867647,Kenya,MAM,2005
10,0.0017564187449422494,0.01658022511586846,Kenya,JJA,2005
11,0.04862311968910954,0.003570034026886819,Kenya,SON,2005
12,0.14435333045604948,0.012252433702584758,Ethiopia,DJF,2006
13,0.06540973147435777,0.010813270533485953,Ethiopia,MAM,2006
14,0.0004222101292901241,0.0570312060197782,Ethiopia,JJA,2006
15,0.0019113385535483077,0.03723553097743861,Ethiopia,SON,2006
16,0.08213271365866254,0.04324812806609863,Somalia,DJF,2006
17,0.0320530091267302,0.008571043680328697,Somalia,MAM,2006
18,0.004992759236183611,0.043461421883945715,Somalia,JJA,2006
19,0.005064648751713044,0.05664745788680723,Somalia,SON,2006
20,0.22946982515510436,0.014927617973303253,Kenya,DJF,2006
21,0.0318362392407857,0.00037703229603472377,Kenya,MAM,2006
22,0.00024828956080335466,0.015890531891414702,Kenya,JJA,2006
23,0.017794388352763986,0.00802327959688366,Kenya,SON,2006
24,0.011019997122716157,0.06296935692706086,Ethiopia,DJF,2007
25,0.0023409206057307987,0.035962920568201016,Ethiopia,MAM,2007
26,0.002322155711095682,0.038468034001989074,Ethiopia,JJA,2007
27,0.0043396396439124105,0.0510607217555858,Ethiopia,SON,2007
28,0.0008692658576469576,0.08366468715035719,Somalia,DJF,2007
29,0.0015912841410433436,0.09294278112686492,Somalia,MAM,2007
30,0.01673795170578924,0.0035867039369548376,Somalia,JJA,2007
31,0.006741515649339042,0.01586639541713128,Somalia,SON,2007
32,0.0020116563263771385,0.029535626997555933,Kenya,DJF,2007
33,0.0,0.039055028323401755,Kenya,MAM,2007
34,0.006694622232031193,0.010520120650334731,Kenya,JJA,2007
35,0.0076978858704747025,0.005838493148137818,Kenya,SON,2007
36,0.03433295233036278,0.03792323343467064,Ethiopia,DJF,2008
37,0.217372539453191,0.0276829108104558,Ethiopia,MAM,2008
38,0.17460734457976018,0.06239796588542155,Ethiopia,JJA,2008
39,0.07712227349689588,0.0360024093299881,Ethiopia,SON,2008
40,0.006698955575795235,0.007601229134923945,Somalia,DJF,2008
41,0.048302630249553766,0.0013218603711312431,Somalia,MAM,2008
42,0.13013168086754454,0.0014565722560872932,Somalia,JJA,2008
43,0.07141580340650829,0.04076403844025842,Somalia,SON,2008
44,0.000436957289749168,0.002277756084862684,Kenya,DJF,2008
45,0.005103729860957846,9.195909659383507e-06,Kenya,MAM,2008
46,0.007338335908188038,0.0023909365114397115,Kenya,JJA,2008
47,0.03972592551272754,0.017310946244956396,Kenya,SON,2008
48,0.01288064067520261,0.0207020572579485,Ethiopia,DJF,2009
49,0.01866168771462348,0.01528869790396127,Ethiopia,MAM,2009
50,0.06541911392167533,0.015293389127620047,Ethiopia,JJA,2009
51,0.07846447898239008,0.003168174078834415,Ethiopia,SON,2009
52,0.0034770634305878304,0.027747654703502884,Somalia,DJF,2009
53,0.028676792510019197,0.015104570100697134,Somalia,MAM,2009
54,0.06701074327282525,0.014338396255009598,Somalia,JJA,2009
55,0.04500302176522161,0.024054953566959764,Somalia,SON,2009
56,0.004906937394247038,0.003957510810302689,Kenya,DJF,2009
57,0.12748289560803355,0.0001471345545501361,Kenya,MAM,2009
58,0.24293754138159349,0.0003586404767159567,Kenya,JJA,2009
59,0.1563191461668619,0.0004927390714192744,Kenya,SON,2009
60,0.01602167553829185,0.004819450438785786,Ethiopia,DJF,2010
61,0.00900714942485598,0.05211480362537765,Ethiopia,MAM,2010
62,0.005347994971008238,0.09005742057758345,Ethiopia,JJA,2010
63,0.011363690258813263,0.004719061689281802,Ethiopia,SON,2010
64,0.11784146656338755,0.01851278079008521,Somalia,DJF,2010
65,0.00025258478429259423,0.03291179739332502,Somalia,MAM,2010
66,0.0,0.11507762772370592,Somalia,JJA,2010
67,0.05363420467990569,0.03086456533396889,Somalia,SON,2010
68,0.013761985335589396,0.004192517390486933,Kenya,DJF,2010
69,0.0,0.01015228426395939,Kenya,MAM,2010
70,6.437136761568455e-05,0.013343264915765467,Kenya,JJA,2010
71,0.008404455104962719,0.0,Kenya,SON,2010
72,0.029290749532441377,0.034201313959622115,Ethiopia,DJF,2011
73,0.1586384192452759,0.0,Ethiopia,MAM,2011
74,0.040016137809386204,0.0,Ethiopia,JJA,2011
75,0.010220681347137973,0.016215549663974347,Ethiopia,SON,2011
76,0.2524571822015664,0.0007057405972975299,Somalia,DJF,2011
77,0.46101774829084297,0.00023574579867308794,Somalia,MAM,2011
78,0.13440036372208938,0.0014986697201360589,Somalia,JJA,2011
79,0.049616533737370294,0.0014215064563631568,Somalia,SON,2011
80,0.06552923481857492,0.07012596352697875,Kenya,DJF,2011
81,0.21042080482601339,0.0,Kenya,MAM,2011
82,0.12671043919664532,0.0,Kenya,JJA,2011
83,0.0365277700303081,0.06048604525761886,Kenya,SON,2011
