,Dry_p,Wet_p,Country,Season,Year,product,latency,dataset
136,0.0002531308286703,0.0023581135091926,Somalia,DJF,2009,180_ERA5,180,ERA5
137,0.0317354811802731,0.0016030653737879,Somalia,MAM,2009,180_ERA5,180,ERA5
138,0.0423183192576373,0.0,Somalia,JJA,2009,180_ERA5,180,ERA5
139,0.0399372809444751,0.0045985189870081,Somalia,SON,2009,180_ERA5,180,ERA5
140,0.0229828486204325,0.0002386278896346,Kenya,DJF,2009,180_ERA5,180,ERA5
141,0.1412022176831047,0.0,Kenya,MAM,2009,180_ERA5,180,ERA5
142,0.2223519112926758,0.0,Kenya,JJA,2009,180_ERA5,180,ERA5
143,0.1773729626078619,0.0035105833763551,Kenya,SON,2009,180_ERA5,180,ERA5
144,0.0601128182290506,0.0017516514510502,Ethiopia,DJF,2010,180_ERA5,180,ERA5
145,0.0057796752926142,0.041437948360489,Ethiopia,MAM,2010,180_ERA5,180,ERA5
146,0.0,0.0726670732769887,Ethiopia,JJA,2010,180_ERA5,180,ERA5
147,0.0203116856423469,0.0044411166655655,Ethiopia,SON,2010,180_ERA5,180,ERA5
148,0.1902744471089795,2.6645350386357583e-05,Somalia,DJF,2010,180_ERA5,180,ERA5
149,9.123136273589824e-05,0.0140756959649671,Somalia,MAM,2010,180_ERA5,180,ERA5
150,0.0,0.0857835470753831,Somalia,JJA,2010,180_ERA5,180,ERA5
151,0.1178749308245711,0.029422615753551,Somalia,SON,2010,180_ERA5,180,ERA5
152,0.0908426547352721,4.47427293064877e-05,Kenya,DJF,2010,180_ERA5,180,ERA5
153,0.0,0.0034432448205427,Kenya,MAM,2010,180_ERA5,180,ERA5
154,0.0,0.0060694484972278,Kenya,JJA,2010,180_ERA5,180,ERA5
155,0.0377903975219411,0.0023600560513312,Kenya,SON,2010,180_ERA5,180,ERA5
156,0.157025161433979,0.0086617679804052,Ethiopia,DJF,2011,180_ERA5,180,ERA5
157,0.3527054108216433,2.9043594435247305e-05,Ethiopia,MAM,2011,180_ERA5,180,ERA5
158,0.0804434956870262,0.0,Ethiopia,JJA,2011,180_ERA5,180,ERA5
159,0.0227194315370668,0.0026793513767461,Ethiopia,SON,2011,180_ERA5,180,ERA5
160,0.441433519850786,0.0019051425526245,Somalia,DJF,2011,180_ERA5,180,ERA5
161,0.6057762485663643,0.0061646335105828,Somalia,MAM,2011,180_ERA5,180,ERA5
162,0.1367688457929308,0.0374439578771765,Somalia,JJA,2011,180_ERA5,180,ERA5
163,0.0580941839934645,0.0533243734682583,Somalia,SON,2011,180_ERA5,180,ERA5
164,0.1748545861297539,0.0469947800149142,Kenya,DJF,2011,180_ERA5,180,ERA5
165,0.4258826962357747,0.0,Kenya,MAM,2011,180_ERA5,180,ERA5
166,0.2136124890574847,0.0,Kenya,JJA,2011,180_ERA5,180,ERA5
167,0.0787078693118961,0.0316837524891216,Kenya,SON,2011,180_ERA5,180,ERA5
168,0.0153381642512077,0.0,Ethiopia,DJF,2005,180_GPCC,180,GPCC
169,0.0111058601134215,0.0001181474480151,Ethiopia,MAM,2005,180_GPCC,180,GPCC
170,0.0018903591682419,0.0,Ethiopia,JJA,2005,180_GPCC,180,GPCC
171,0.0007166746297181,0.0002388915432393,Ethiopia,SON,2005,180_GPCC,180,GPCC
172,0.0031111111111111,0.0393333333333333,Somalia,DJF,2005,180_GPCC,180,GPCC
173,0.0,0.0604347826086956,Somalia,MAM,2005,180_GPCC,180,GPCC
174,0.0,0.0145652173913043,Somalia,JJA,2005,180_GPCC,180,GPCC
175,0.0103296703296703,0.0,Somalia,SON,2005,180_GPCC,180,GPCC
176,0.0387706855791962,0.0,Kenya,DJF,2005,180_GPCC,180,GPCC
177,0.0,0.0,Kenya,MAM,2005,180_GPCC,180,GPCC
178,0.0,0.0,Kenya,JJA,2005,180_GPCC,180,GPCC
179,0.0233808744447042,0.0,Kenya,SON,2005,180_GPCC,180,GPCC
180,0.0004830917874396,0.0123188405797101,Ethiopia,DJF,2006,180_GPCC,180,GPCC
181,0.0050803402646502,0.003898865784499,Ethiopia,MAM,2006,180_GPCC,180,GPCC
182,0.0,0.0302457466918714,Ethiopia,JJA,2006,180_GPCC,180,GPCC
183,0.0,0.0140946010511227,Ethiopia,SON,2006,180_GPCC,180,GPCC
184,0.0024444444444444,0.0191111111111111,Somalia,DJF,2006,180_GPCC,180,GPCC
185,0.0460869565217391,0.0,Somalia,MAM,2006,180_GPCC,180,GPCC
186,0.0365217391304347,0.0,Somalia,JJA,2006,180_GPCC,180,GPCC
187,0.0,0.0041758241758241,Somalia,SON,2006,180_GPCC,180,GPCC
188,0.0799054373522458,0.044208037825059,Kenya,DJF,2006,180_GPCC,180,GPCC
189,0.0080943570767807,0.0,Kenya,MAM,2006,180_GPCC,180,GPCC
190,0.0,0.0,Kenya,JJA,2006,180_GPCC,180,GPCC
191,0.0,0.0093523497778816,Kenya,SON,2006,180_GPCC,180,GPCC
192,0.0,0.0153381642512077,Ethiopia,DJF,2007,180_GPCC,180,GPCC
193,0.0,0.003898865784499,Ethiopia,MAM,2007,180_GPCC,180,GPCC
194,0.0,0.0021266540642722,Ethiopia,JJA,2007,180_GPCC,180,GPCC
195,0.0,0.057931199235547,Ethiopia,SON,2007,180_GPCC,180,GPCC
196,0.0,0.0317777777777777,Somalia,DJF,2007,180_GPCC,180,GPCC
197,0.0,0.0,Somalia,MAM,2007,180_GPCC,180,GPCC
198,0.0,0.0,Somalia,JJA,2007,180_GPCC,180,GPCC
199,0.0,0.0013186813186813,Somalia,SON,2007,180_GPCC,180,GPCC
200,0.0,0.1033096926713948,Kenya,DJF,2007,180_GPCC,180,GPCC
201,0.0,0.1061517113783533,Kenya,MAM,2007,180_GPCC,180,GPCC
