,DW,WD,Country,Season,Year
0,0.00014736221632773356,0.0013852048334806956,Ethiopia,DJF,2001
1,0.0013839234229039326,0.0006342982354976359,Ethiopia,MAM,2001
2,0.0005766347595433052,0.011590358666820436,Ethiopia,JJA,2001
3,0.00040807998367680065,0.00696650829276824,Ethiopia,SON,2001
4,0.00027100271002710027,0.00021680216802168022,Somalia,DJF,2001
5,0.0005302226935312831,0.001484623541887593,Somalia,MAM,2001
6,0.0007953340402969247,0.03918345705196182,Somalia,JJA,2001
7,0.002573036719378183,0.001125703564727955,Somalia,SON,2001
8,0.0004804804804804805,0.0006006006006006006,Kenya,DJF,2001
9,0.0012338425381903644,0.002115158636897767,Kenya,MAM,2001
10,0.001410105757931845,0.01762632197414806,Kenya,JJA,2001
11,0.0002376002376002376,0.002257202257202257,Kenya,SON,2001
12,0.0025641025641025637,0.013380489242558209,Ethiopia,DJF,2002
13,2.8831737977165263e-05,0.0002594856417944874,Ethiopia,MAM,2002
14,0.0009802790912236189,0.0036616307230999887,Ethiopia,JJA,2002
15,0.00040807998367680065,0.013787273734223334,Ethiopia,SON,2002
16,0.00027100271002710027,0.016314363143631435,Somalia,DJF,2002
17,0.0009013785790031813,0.0088016967126193,Somalia,MAM,2002
18,0.0015906680805938495,0.00440084835630965,Somalia,JJA,2002
19,0.0,0.004931653712141517,Somalia,SON,2002
20,6.0060060060060066e-05,0.0031831831831831835,Kenya,DJF,2002
21,0.0007050528789659225,0.010517038777908343,Kenya,MAM,2002
22,0.0033490011750881322,0.0021151586368977674,Kenya,JJA,2002
23,0.0,0.04116424116424116,Kenya,SON,2002
24,0.0005305039787798409,0.018155025051576776,Ethiopia,DJF,2003
25,0.0,0.00991811786414485,Ethiopia,MAM,2003
26,0.00034598085572598315,0.009341483104601546,Ethiopia,JJA,2003
27,0.002273588480485033,0.010901565278223103,Ethiopia,SON,2003
28,0.0006504065040650406,0.02205962059620596,Somalia,DJF,2003
29,0.0,0.012142099681866384,Somalia,MAM,2003
30,0.00037115588547189824,0.01940615058324496,Somalia,JJA,2003
31,0.0009648887697668185,0.002733851514339319,Somalia,SON,2003
32,0.005765765765765766,0.004084084084084084,Kenya,DJF,2003
33,0.00011750881316098707,0.03836662749706228,Kenya,MAM,2003
34,0.0,0.022502937720329023,Kenya,JJA,2003
