,DW,WD,Country,Season,Year
0,0.0,0.00030289262456459186,Ethiopia,DJF,2000
1,6.815084052703316e-05,0.021869999802461328,Ethiopia,MAM,2000
2,0.0002233833106163865,0.01263556091104834,Ethiopia,JJA,2000
3,0.00010351605081273414,0.02239907601107056,Ethiopia,SON,2000
4,0.0,0.0006828923808209406,Somalia,DJF,2000
5,5.909620625994294e-07,0.019442060897458625,Somalia,MAM,2000
6,7.682506813792582e-06,0.0031253028680570823,Somalia,JJA,2000
7,7.766929965592499e-06,0.021973541056887983,Somalia,SON,2000
8,2.2808918287050237e-06,0.001357782321459119,Kenya,DJF,2000
9,2.5139394720727117e-05,0.0032065620266219746,Kenya,MAM,2000
10,4.8344989847552135e-06,0.006469526541399428,Kenya,JJA,2000
11,8.53705227315309e-05,0.014043776831026646,Kenya,SON,2000
12,0.0,0.0003579181180271594,Ethiopia,DJF,2001
13,2.4856949081115964e-05,0.003871264049937776,Ethiopia,MAM,2001
14,5.251236262831783e-05,0.008033568404348483,Ethiopia,JJA,2001
15,3.561484706418828e-05,0.004110352770052906,Ethiopia,SON,2001
16,0.0,0.0009529591571672797,Somalia,DJF,2001
17,1.4183089502386305e-05,0.0014428338758365068,Somalia,MAM,2001
18,7.387025782492867e-06,0.0011311013878153079,Somalia,JJA,2001
19,2.9872807559971157e-06,0.0026425485567550485,Somalia,SON,2001
20,3.624083683386871e-06,0.006661395272218103,Kenya,DJF,2001
21,1.1925097495729526e-05,0.0013288426209430496,Kenya,MAM,2001
22,6.445998646340284e-07,0.0017784510265252845,Kenya,JJA,2001
23,3.5842585879650373e-06,0.008772635814889336,Kenya,SON,2001
24,0.0,0.004830632540764298,Ethiopia,DJF,2002
25,3.4898498047659494e-05,0.0037315054421903082,Ethiopia,MAM,2002
26,3.901388696837406e-05,0.006987930387373328,Ethiopia,JJA,2002
27,0.0002115255636382397,0.006093300913837034,Ethiopia,SON,2002
28,0.0,0.0026918453276306804,Somalia,DJF,2002
29,0.00010844153848699528,0.004497812258444256,Somalia,MAM,2002
